track,track_id,artist,album,release_date,total_tracks,award
Sledgehammer,4rUTAkOU7OkVGeQuyQCHhF,Fifth Harmony,Reflection (Deluxe),2015-01-30,14,1
Where It's At,4whYDpJ5XVQpmvecbEHP5Q,Dustin Lynch,Where It's At,2014-09-09,15,1
Glorious Day (Living He Loved Me),0co8dS1eYzTanYw3N5BEvM,Casting Crowns,Until The Whole World Hears,2009-11-17,12,0
"All I Do Is Win - Feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross",0RIHDrcRAXtUlnkvTYPW1a,DJ Khaled,"All I Do Is Win (Feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",2010-02-03,1,3
Dust,5J6IvCB3hhdBVFfKI75fjp,Eli Young Band,"10,000 Towns",2013-01-01,11,0
Round Here,5T6DM9qjjngWnukcw0svkX,Florida Georgia Line,Here's To The Good Times,2012-01-01,11,2
Problem,7vS3Y0IKjde7Xg85LWIEdP,Ariana Grande,My Everything (Deluxe),2014-08-25,15,6
Wasted,7m3povhdMDLZwuEKak0l0n,Tiësto,A Town Called Paradise (Deluxe),2014-06-13,18,1
Trojans,4AyoAGuhE8gydBPrczuhbl,Atlas Genius,When It Was Now (Deluxe Version),2013-02-19,14,0
Dog Days Are Over,1YLJVmuzeM2YSUkCCaTNUB,Florence + The Machine,Lungs (Deluxe Edition),2009,24,4
Little Red Wagon,4sl4UWqzHSG7riBKdralwy,Miranda Lambert,Platinum,2014-06-02,16,0
Honey Bee,0gY2iq0xJPRoIB1PScKSw4,Blake Shelton,Red River Blue (Deluxe),2011-07-11,13,3
When She Says Baby,3gVRILe7XCyNakb6sy5umX,Jason Aldean,Night Train,2012-10-16,15,1
Just Gettin' Started,1WtdhlaiUoDTrVNSwaya0L,Jason Aldean,"Old Boots, New Dirt",2014-10-07,15,0
Austin,2WQAknZHrJAEQOFXe0F44P,Blake Shelton,Blake Shelton,2001-07-31,10,1
Hate My Life,5zcLnqZbAjDGXX7HNcT1rE,Theory of a Deadman,Scars & Souvenirs [Special Edition 2009],2008-04-01,18,0
God Gave Me You,0w9LJae3sVlZlH2CnxTInF,Blake Shelton,Red River Blue (Deluxe),2011-07-11,13,3
Drink On It,7haN4XreV4WkoBQmkYM709,Blake Shelton,Red River Blue (Deluxe),2011-07-11,13,1
Reflections,2PtBhfoPZ6VYtXkrE5FrCH,MisterWives,Our Own House,2015-02-24,12,0
Over,2tE8dp7Xvhx9bfqHfqs0GJ,Blake Shelton,Red River Blue (Deluxe),2011-07-11,13,1
Sag My Pants,2fpzSINgTCbf4sS7LH39G5,Hopsin,Raw,2010-11-19,16,0
Ill Mind of Hopsin 5,7dDLHlyZJBqEWSndlPWyCT,Hopsin,Ill Mind of Hopsin 5 - Single,2012-07-17,1,0
Abe Lincoln Vs Chuck Norris (feat. Nice Peter & Epiclloyd),1SC65EG1YqStvPMxfk9df8,Epic Rap Battles of History,Abe Lincoln Vs Chuck Norris (feat. Nice Peter & Epiclloyd) - Single,2011-12-15,1,0
Mr. T Vs Mr. Rogers (feat. Nice Peter & Destorm),3Rb8QCg4t0iFpixf3jBFWM,Epic Rap Battles of History,Mr. T Vs Mr. Rogers (feat. Nice Peter & Destorm) - Single,2011-12-15,1,0
Mario Bros. Vs Wright Brothers,3m1sNBYotVRdWHvxCFzo7o,Epic Rap Battles of History,Mario Bros. Vs Wright Brothers - Single,2012-02-15,1,0
Say You Do,2sE61ZmvYH8wiOx5jygkHH,Dierks Bentley,RISER,2014-01-01,12,0
We Are Tonight,2EvddT8rcO99bKH0rDHAYG,Billy Currington,We Are Tonight,2013-01-01,10,0
I Wanna Get Better,1BwhFXqoIsePt21WyWIttb,Bleachers,Strange Desire,2014-07-11,11,0
Adorn,25cUhiAod71TIQSNicOaW3,Miguel,Kaleidoscope Dream,2012-09-28,11,2
One Last Time,7xoUc6faLbCqZO6fQEYprd,Ariana Grande,My Everything (Deluxe),2014-08-25,15,1
Ghetto,0zOD30TPDwjfECV1kkUkOm,August Alsina,Downtown: Life Under The Gun,2013-01-01,8,0
Do What U Want,44JqKUXiWTaRrDQUx7CwsT,Lady Gaga,ARTPOP,2013-01-01,15,1
Just Dance,6HkjpGIOHv4y0IBAxUbE5z,Lady Gaga,The Fame,2008-01-01,14,8
Applause,2Zj4FUsMtu9PMuJsHbGbdv,Lady Gaga,ARTPOP,2013-01-01,15,3
Bad Romance,5P5cGNzqh6A353N3ShDK6Y,Lady Gaga,The Fame Monster,2009,8,11
Points Of Authority / 99 Problems / One Step Closer,65eohvrL4ttjA7EfFkQOhX,JAY Z,Collision Course (Deluxe Version),2004-11-30,6,2
Guap,1wcWdMlLjzp7Rx25JJN7c4,Big Sean,Guap,2012-01-01,1,1
Beg For It,7MQREx2p9bXdqm8WTGVkGI,Iggy Azalea,Reclassified,2014-10-24,12,1
Day 'N' Nite (nightmare),5FEXPoPnzueFJQCPRIrC3c,Kid Cudi,Man On The Moon: The End Of Day,2009-01-01,15,3
The Hell Song,17XgxMFNzBYv38TEJRC18D,Sum 41,Does This Look Infected?,2002-01-01,12,0
Gas Pedal,2ng5lhEsASy6jgbOLg877a,Sage The Gemini,Remember Me (Deluxe Edition),2014-03-25,16,2
Red Nose,2nBRptHRrQGUNrOeZQT8oU,Sage The Gemini,Remember Me (Deluxe Edition),2014-03-25,16,1
Believe,4A57CXs3jAmyNTMAwWaV53,Mumford & Sons,Wilder Mind,2015-05-04,12,0
Money On My Mind,5XX9oGZfgKMXdHnEp4t2JB,Sam Smith,In The Lonely Hour,2014-01-01,10,0
Leave Your Lover,3b5LW3nS3WFQyS1e8ajGJN,Sam Smith,In The Lonely Hour,2014-01-01,10,0
Hell & Back,0TKWHD7sbO0CrEAdegPLZm,Kid Ink,Up & Away,2012-06-12,12,0
"Love Me Like You Do - From ""Fifty Shades Of Grey""",2l8w0zZVn4AZNuzrht7MRT,Ellie Goulding,Delirium (Deluxe),2015-11-13,23,2
Geronimo,19cL3SOKpwnwoKkII7U3Wh,Sheppard,Bombs Away,2015-03-10,12,1
Fight Night,2n5gVJ9fzeX2SSWlLQuyS9,Migos,No Label II,2014-06-03,20,0
Country Boy (feat. George Jones & Charlie Daniels),77A7dWpSxVoauUbJn83Oj3,Aaron Lewis,Town Line,2011-03-01,7,1
Sure Be Cool If You Did,0g9zfmHDjZvYQDAf4pPOqi,Blake Shelton,Reloaded: 20 #1 Hits,2015-10-23,21,2
Feelin’ It,0ABHhxQTaluB94ohp2RLSr,Scotty McCreery,See You Tonight,2013-01-01,16,0
Dangerous (feat. Joywave),3y8AEUef1AVfr0npU5UOa9,Big Data,2.0,2013,10,0
I Just Wanna Run,2S4CfxZG29GZWwDeMtBq2R,The Downtown Fiction,Best I Never Had,2010-03-23,6,0
Somebody Told Me,7HGTkn2aX7MNdKs7nV2xBt,The Killers,Hot Fuss,2004-01-01,11,3
Best Day Of My Life,5Hroj5K7vLpIG4FNCRIjbP,American Authors,"Oh, What A Life",2014-01-01,11,3
Turn On The Lights,4U8hMes3PqpsLJBeMXD71p,Future,Pluto 3D,2012-11-27,18,1
Dirt,5CXnIPD6rTjszYYQm6fY2P,Florida Georgia Line,Anything Goes,2014-10-14,12,2
Break Free,12KUFSHFgT0XCoiSlvdQi4,Ariana Grande,My Everything (Deluxe),2014-08-25,15,3
Lonely Eyes,2j79NtwxoWDmkiH4MGwdLq,Chris Young,A.M.,2013-09-16,11,0
Outside,7MmG8p0F9N3C4AXdK6o6Eb,Calvin Harris,Motion,2014-10-31,15,1
A Guy Walks Into a Bar,16PNN9wK1LbedzcTp7y8y0,Tyler Farr,Suffer in Peace,2015-04-27,11,0
Love Story,1vrd6UOGamcKNGnSHJQlSt,Taylor Swift,Fearless,2008-01-01,13,8
"Dear Maria, Count Me In",3ZsexY07D4t4HRq7ogeSAS,All Time Low,"So Wrong, It's Right (Deluxe Version)",2008-07-29,17,1
Second Chance,0CwYG1UnRmOx8Q1EzElCIL,Shinedown,The Sound of Madness,2008-06-24,11,3
This Is How We Do,5vL0yvddknhGj7IrBc6UTj,Katy Perry,PRISM (Deluxe),2013-01-01,16,1
She Knows,7seTcUFOhn5caSDbiSfsp0,Ne-Yo,Non-Fiction (Deluxe),2015-01-20,19,1
Teenage Dream,55qBw1900pZKfXJ6Q9A2Lc,Katy Perry,Katy Perry - Teenage Dream: The Complete Confection,2012-03-12,19,7
The Kill (Bury Me),232FvPwx9QqPtvob5aSDKv,Various Artists,The Invisible,2007-01-01,14,2
POWER,2gZUPNdnz5Y45eiGxpHGSc,Kanye West,My Beautiful Dark Twisted Fantasy,2010-01-01,13,2
Bound 2,3sNVsP50132BTNlImLx70i,Kanye West,Yeezus,2013-01-01,10,1
New Slaves,4cAgkb0ifwn0FSHGXnr4F6,Kanye West,Yeezus,2013-01-01,10,0
All Falls Down,2cYZpcIV39X48RnOFM7w2V,Kanye West,The College Dropout,2004-02-13,21,1
Good Girls,5XwIdRXvHTtxH5BmBOSCCM,5 Seconds of Summer,5 Seconds Of Summer,2014-01-01,16,0
Bad Blood,2HHiH52OPxe8qyVO7N4uH7,Bastille,Bad Blood,2013-01-01,15,0
Try Me,2CY92qejUrhyPUASawNVRr,DeJ Loaf,Try Me,2014-10-15,1,0
Flashing Lights,0ua0Go4NN4Td7l0Zre6Ce3,Kanye West,Graduation,2007-01-01,13,1
Jesus Walks,62r62ArmWq38cu6QCVgyTc,Kanye West,The College Dropout,2004-02-13,21,2
Runaway,3DK6m7It6Pw857FcQftMds,Kanye West,My Beautiful Dark Twisted Fantasy,2010-01-01,13,1
Honestly,0wGWmko6pOeimMMATKGz2I,Cartel,Chroma,2005,12,0
Amazing,0m3Ze0cy8qBHSsV2exAfCw,Kanye West,808s & Heartbreak,2008-01-01,12,1
All Of The Lights,22L7bfCiAkJo5xGSQgmiIO,Kanye West,My Beautiful Dark Twisted Fantasy,2010-01-01,13,4
Dance (A$$) Remix,3OVLPcUPS0HbMeAeMP0jZ4,Big Sean,Dance (A$$) Remix,2011-01-01,1,3
Homecoming,2iaCM7WvOknQI1230hA9eK,Kanye West,Graduation,2007-01-01,13,1
XO,40xhyfAPDoMtv494MfPevP,Beyoncé,BEYONCÉ [Platinum Edition],2014-11-24,20,1
Night Changes,5O2P9iiztwhomNh8xkR9lJ,One Direction,FOUR (Deluxe),2014-11-17,16,1
You Make Me,1CKtxKqyFsFITCH4SpDrWj,Avicii,True,2013-01-01,12,0
Try,6buXDkw3Gv4fQC1OZKUhnR,Colbie Caillat,Gypsy Heart,2014-09-30,12,1
Lonely Tonight (feat. Ashley Monroe),1zbcFS5hS92oXNL3UZDfY0,Blake Shelton,BRINGING BACK THE SUNSHINE,2014-09-30,12,0
Heroes (we could be),3zU9rdflI65tK4dkkNSp77,Alesso,Forever,2015-05-26,14,1
We Are Never Ever Getting Back Together,7AEAGTc8cReDqcbPoY9gwo,Taylor Swift,Red,2012-01-01,16,6
Happy,6NPVjNh8Jhru9xOmyQigds,Various Artists,Despicable Me 2 (Original Motion Picture Soundtrack),2013-06-18,24,7
22,3bIxTsfeNMO7Nt2J3EUKrA,Taylor Swift,Red (Deluxe Edition),2012-01-01,22,3
About the Money,1hzJQIkgXwZevaKsc7iA6D,T.I.,About the Money,2014-06-03,1,0
Body Language (feat. Usher & Tinashe),1rN55j78K87LEfRKZsSFYm,Kid Ink,Full Speed,2015-02-03,12,0
Superheroes,37sINbJZcFdHFAsVNsPq1i,The Script,No Sound Without Silence,2014-09-12,11,0
Latch,1BltsyC5W3SAABdxyrDXwi,Disclosure,Settle,2013-01-01,14,3
Drunk in Love,6jG2YzhxptolDzLHTGLt7S,Beyoncé,BEYONCÉ [Platinum Edition],2014-11-24,20,3
7/11,02M6vucOvmRfMxTXDUwRXu,Beyoncé,BEYONCÉ [Platinum Edition],2014-11-24,20,1
Madness,0c4IEciLCDdXEhhKxj4ThA,Muse,The 2nd Law,2012-09-24,13,2
I Want Crazy - Encore,2tC3NZsLgXr9CXvOKon19c,Hunter Hayes,I Want Crazy,2013-04-07,1,2
Invisible,2B5ey0F0QtFKNIR48vfvNJ,Hunter Hayes,Storyline,2014-05-06,14,0
Why Ya Wanna,08f0fHqZigPgPHCfRjk8SC,Jana Kramer,Jana Kramer,2012-06-01,12,1
Never Would Have Made It,3QdBvvYJ9k1CES1e9aYvaA,Marvin Sapp,Thirsty,2007-07-03,13,0
I Smile,0UQDSP8cz6WmLJckO5jqUQ,Kirk Franklin,Hello Fear,2011-03-18,15,0
Time After Time,6p3RndbgTyqTjOBNclbhww,Various Artists,John Tucker Must Die (Music From The Motion Picture),2006-01-01,14,0
Never Say Never,5GYbkDveRD2I8M5ZJ14hWn,Justin Bieber,Never Say Never - The Remixes,2011-01-01,7,5
Starlight,3skn2lauGk7Dx6bVIt5DVj,Muse,Black Holes And Revelations,2006-06-19,12,1
Popular Song,6AviHKu3ydzAePBmzEi62v,Ariana Grande,Yours Truly,2013-01-01,12,0
Time Is Running Out,2takcwOaAZWiXQijPHIx7B,Muse,Absolution,2004-03-23,15,0
Cut Her Off,2Vevs2eAQNNb7NTpKj5kqA,K CAMP,In Due Time,2014-04-22,8,0
Supermassive Black Hole,3lPr8ghNDBLc2uZovNyLs9,Muse,Black Holes And Revelations,2006-06-19,12,1
Change Your Life,7FGFtUdUGrwQxFKVtQASS2,Iggy Azalea,Change Your Life,2013-01-01,6,0
Believe Me,6t2eIONH4Sax3R21QWiKNp,Lil Wayne,Believe Me,2014-05-28,1,1
Knights Of Cydonia,7ouMYWpwJ422jRcDASZB7P,Muse,Black Holes And Revelations,2006-06-19,12,0
Mistletoe,7xapw9Oy21WpfEcib2ErSA,Justin Bieber,Under The Mistletoe (Deluxe Edition),2011-01-01,15,2
One Time,6eDApnV9Jdb1nYahOlbbUh,Justin Bieber,My World,2009-01-01,7,5
The Worst,2wBCrtJS3E3TimRZ5MElTI,Jhene Aiko,Sail Out,2013-01-01,7,1
"Sugar, We're Goin Down",2TfSHkHiFO4gRztVIkggkE,Fall Out Boy,From Under The Cork Tree,2005-01-01,13,4
Kill EVERYBODY,6I9sncEmtGc9rpKyb8U1f8,Skrillex,Scary Monsters and Nice Sprites EP,2010-12-21,9,0
Something in the Water,10RQKVSr4rS0coExTmi4dF,Carrie Underwood,Greatest Hits: Decade #1,2014-12-09,25,1
Trumpets,5KONnBIQ9LqCxyeSPin26k,Jason Derulo,Talk Dirty,2013-09-10,11,2
Wiggle (feat. Snoop Dogg),2sLwPnIP3CUVmIuHranJZU,Jason Derulo,Talk Dirty,2013-09-10,11,2
Marry Me,3ogtSrlbtiTamktbA0hw0E,Jason Derulo,Talk Dirty,2013-09-10,11,1
Ghost,4z7gh3aIZV9arbL9jJSc5J,Ella Henderson,Chapter One,2015-01-13,11,1
More Than Miles,28ov70yrukmJDAFtiThdTS,Brantley Gilbert,Halfway To Heaven (Deluxe Edition),2010,15,0
Take Care,124NFj84ppZ5pAxTuVQYCQ,Drake,Take Care (Deluxe),2011,19,4
Everybody Talks,3528IXKpbb7OMjdjWYlbfD,Neon Trees,Picture Show (Deluxe Edition),2012-01-01,14,4
Headlines,6LxSe8YmdPxy095Ux6znaQ,Drake,Take Care (Deluxe),2011,19,4
Back To Black,30FURVTCpbKyykjSEQzGkH,Amy Winehouse,Back To Black,2006-01-01,11,1
Mountain Sound,60ZGteAEtPCnGE6zevgUcd,Of Monsters and Men,My Head Is An Animal,2012-01-01,12,1
Drunk Last Night,4hnK8P3v7kE7T4PMBYwRhu,Eli Young Band,"10,000 Towns",2013-01-01,11,1
God Made Girls,7GQ5vlRMY5czwpwcxHBAJZ,RaeLynn,Me EP,2015-01-13,5,0
No Flex Zone,2L8cFPItBljPNJgPjTnuIf,Rae Sremmurd,SremmLife,2015-01-06,11,1
Invisible,5OOd01o2YS1QFwdpVLds3r,Taylor Swift,Taylor Swift,2006-10-24,15,0
Better Than Revenge,1By2VQkUN0Frd8mKNV5NYC,Taylor Swift,Speak Now (Deluxe Edition),2010,20,0
You Belong With Me,3GCL1PydwsLodcpv0Ll1ch,Taylor Swift,Fearless,2008-01-01,13,7
The Mother We Share,3PvzvltQZLIKk9YgoMP3Yq,CHVRCHES,The Bones Of What You Believe (Special Edition),2013-01-01,16,0
Se Acabo El Amor,3guP6eSg0StIWdaCUcSKCW,J Alvarez,El Imperio Nazza: J. Alvarez Edition,2012-12-18,9,0
Partition,5hgnY0mVcVetszbb85qeDg,Beyoncé,BEYONCÉ [Platinum Edition],2014-11-24,20,1
The Heart Wants What It Wants,2dRvMEW4EwySxRUtEamSfG,Selena Gomez,For You,2014-11-24,15,1
Chocolate,44Ljlpy44mHvLJxcYUvTK0,The 1975,The 1975,2013-01-01,16,0
First Of The Year (Equinox),5i7fZq3chLyCHo3VeB6goD,Skrillex,More Monsters and Sprites EP,2011-06-07,7,1
Story of My Life,4nVBt6MZDDP6tRVdQTgxJg,One Direction,Midnight Memories (Deluxe),2013-11-25,18,3
Neon Light,289hx4t6fH2BBe8p6cnXo1,Blake Shelton,BRINGING BACK THE SUNSHINE,2014-09-30,12,0
Sail,5xhQChGGhKLWqBqX4XhtYE,AWOLNATION,Megalithic Symphony Deluxe,2013-11-19,32,6
Compass,2ubncjpv82GY5uES29L5ik,Lady Antebellum,Golden (Deluxe Edition),2013-01-01,18,0
Lifestyle,7DTlsMOQjGysXHpwwpHuPl,Rich Gang,Lifestyle,2014-06-05,1,1
Hey Girl,4CcrLWFQY4dRGMbUR59cSp,Billy Currington,We Are Tonight,2013-01-01,10,1
I Got A Car,4Fpq4QkR06QRDkujBUk0JY,George Strait,Love Is Everything,2013-01-01,13,0
Hookah,3qQ6WFhcAx6LOH1UHz1c0U,Tyga,Hookah,2014-01-01,1,0
The Outsiders,1VN6TvmHTIWvLzBAOmre6P,Eric Church,The Outsiders,2014-01-01,12,0
Cosmic Love,0CSTvWUps1YmpQoXXay9ol,Florence + The Machine,Lungs (Deluxe Edition),2009,24,1
Give Me Back My Hometown,3MykNWa65IP2VN1Qa6B9yK,Eric Church,The Outsiders,2014-01-01,12,1
Anywhere With You,2yWtLaPCOUDyi7f1lOXCn5,Jake Owen,Barefoot Blue Jean Night,2011-08-26,11,1
Demons,3LlAyCYU26dvFZBDUIMb7a,Imagine Dragons,Night Visions,2012-01-01,12,5
Somethin' 'Bout A Truck,6Ymvlzom4TQeoKqAWsZRD8,Kip Moore,Up All Night,2012-01-01,11,2
I Could Be The One (Avicii Vs. Nicky Romero) - Nicktim / Radio Edit,591nHHHzZl1NLt9PMKpinM,Avicii,I Could Be The One [Avicii vs Nicky Romero],2012-01-01,1,0
Hey Pretty Girl,75p6fgACKYIyIhsoG411SZ,Kip Moore,Up All Night,2012-01-01,11,1
Classic,6FE2iI43OZnszFLuLtvvmg,MKTO,MKTO,2012,11,2
Empire,1eIk4CkooTRycHSDfaShLC,Shakira,Shakira. (Deluxe Version),2014-12-23,15,1
Birthday Song,5qkWTBmDmZjogwIvbKtJQv,2 Chainz,Based On A T.R.U. Story (Deluxe),2012-01-01,17,2
2 On (feat. ScHoolboy Q),3jVtllWS5CFFWLQng8sKsr,Tinashe,Aquarius,2014-10-01,18,1
I Hold On,01e8dGbulrphX8j3fZDQYk,Dierks Bentley,RISER,2014-01-01,12,1
Day Drinking,1pxXqJZBrCREdC0s4Xs6Xz,Little Big Town,Pain Killer,2014-10-21,13,0
Kick It In The Sticks,01ZepwW5W3Z4fwl4bzaHyY,Brantley Gilbert,Halfway To Heaven (Deluxe Edition),2010,15,1
Ready Set Roll,3rh2f6nqswpfDN3Ef6Bi5J,Chase Rice,Ignite the Night (Party Edition),2014-08-19,18,1
Mine Would Be You,1zvQt99d5oTkEQLmSoO1yu,Blake Shelton,Based on a True Story... (Deluxe Version),2013-03-26,14,1
Anaconda,794F99D5BQHS5ZGRXAs7I5,Nicki Minaj,The Pinkprint (Deluxe),2014-12-15,19,2
Weightless,4cqYUqmKMcb3q1tdImVpGW,All Time Low,Nothing Personal (Deluxe Version),2009-07-07,14,0
Steal My Girl,2Bs4jQEGMycglOfWPBqrVG,One Direction,FOUR (Deluxe),2014-11-17,16,0
Overcomer,5legkLUDyq0qOg4TR7wUAs,Mandisa,Overcomer,2013-01-01,22,0
The Trouble With Girls,0Yvyj5YkjSBNgD4Ai0clSG,Scotty McCreery,Clear As Day,2011-01-01,12,1
I Love You This Big,3wtKovRRtvu6wbTjeKA26Q,Scotty McCreery,Clear As Day,2011-01-01,12,1
See You Tonight,54RCDE1TAewECyX4WDUVm1,Scotty McCreery,See You Tonight,2013-01-01,16,1
Hideaway,0c6xIDDpzE81m2q797ordA,Kiesza,Sound Of A Woman,2014-10-21,13,0
Talk Dirty (feat. 2 Chainz),6g6A7qNhTfUgOSH7ROOxTD,Jason Derulo,Talk Dirty,2013-09-10,11,4
Hold On,23HxMVdUqSsWwar52dS4ZT,Alabama Shakes,Boys & Girls,2012-01-01,12,0
Justin Bieber Vs Beethoven (feat. Nice Peter & Alex Farnham),6xCpoBwEwevuJ6oL59oXIQ,Epic Rap Battles of History,Justin Bieber Vs Beethoven (feat. Nice Peter & Alex Farnham) - Single,2011-12-15,1,0
Master Chief Vs Leonidas (feat. Nice Peter & Epiclloyd),4bHhE7fbL8jU6niJzqM8AX,Epic Rap Battles of History,Master Chief Vs Leonidas (feat. Nice Peter & Epiclloyd) - Single,2012-01-31,1,0
Steve Jobs vs Bill Gates,0pvBjNpFLSfKMeYg0DALBR,Epic Rap Battles of History,Steve Jobs vs Bill Gates,2012-06-15,1,0
Young Folks,6M6UoxIPn4NOWW0x7JPRfv,Peter Bjorn and John,Writer's Block,2007-02-20,14,1
Delirious (Boneless) (feat. Kid Ink),0rrs0jmCzyY6XgNzePI1I1,Steve Aoki,Neon Future Odyssey,2015-10-02,28,0
I Choose You,7jJH8F3PHlNvxfqEAAfFDl,Sara Bareilles,The Blessed Unrest,2013-07-12,12,0
Sleeping With A Friend,0K1KOCeJBj3lpDYxEX9qP2,Neon Trees,Pop Psychology,2014-01-01,10,0
"Dance, Dance",0a7BloCiNzLDD9qSQHh5m7,Fall Out Boy,From Under The Cork Tree,2005-01-01,13,3
The Downfall of Us All,6G7URf5rGe6MvNoiTtNEP7,A Day To Remember,Homesick,2009,12,0
Hillbilly Bone (feat. Trace Adkins),7dL2kSVsBelmkQHbkNkx1l,Blake Shelton,Hillbilly Bone,2010-03-01,6,1
Yonkers,1zsAAnB6dMpGOvXjoYP9Um,"Tyler, The Creator",Goblin (Deluxe Edition),2011-05-10,18,0
American Kids,1dgWTMoHwTUnQhOQ8SR5fV,Kenny Chesney,The Big Revival,2014-09-22,11,1
Marvin & Chardonnay,5xpmdbQcfIOsE1hACcC3UK,Big Sean,Finally Famous (Deluxe),2011-01-01,16,1
My Eyes - feat. Gwen Sebastian,7kB1UXxStzSa78NdiexiIS,Blake Shelton,Based on a True Story... (Deluxe Version),2013-03-26,14,0
Work,3yx6eryOZgO54bt3B671cn,Iggy Azalea,The New Classic,2014-01-01,12,1
Put da Whip on It (Da Likk),4xqK55VrPXavpoHPV2V4q7,Young Jeezy aka Lil' J,Thuggin Under the Influence,2013-05-28,18,2
So Sophisticated,0pNMYo9MXmyyR9Fp9HwiBT,Rick Ross,"God Forgives, I Don't (Deluxe Edition)",2012-01-01,17,0
Bartender,6olKv2HP3XgBpvVxAswowe,Lady Antebellum,747,2014-09-30,11,1
Drunk On A Plane,1soxUgYIZb1qx1c7o1Lc7z,Dierks Bentley,RISER,2014-01-01,12,1
Come Get It Bae,444P4wvSDa0SD5HE4YGx9B,Pharrell Williams,G I R L,2014-03-03,10,0
Better Dig Two,3z0a8G407NbxfjTRffvQiP,The Band Perry,Pioneer,2013-01-01,12,2
Summer,6YUTL4dYpB9xZO5qExPf05,Calvin Harris,Motion,2014-10-31,15,3
All of Me,3U4isOIWM3VvDubwSI3y7a,John Legend,Love In The Future,2013-08-30,20,8
Postcard From Paris,3xltN99Cj2KF5AZFhjDibh,The Band Perry,The Band Perry,2010-01-01,11,0
Point At You,5ZMFVgZSYvbq3SmgRwaGMa,Justin Moore,Off The Beaten Path (Deluxe Edition),2013-01-01,16,0
The Climb,0V8FYVlBFuXXTIvRnMbZyS,Various Artists,Hannah Montana The Movie,2009-01-01,18,4
Type of Way,07sOl7WsmCaUqaJaRn9Dss,Rich Homie Quan,Still Goin In - Reloaded,2013-04-30,20,0
Changed,7ClZTubD4KudpEuBysLMUI,Rascal Flatts,Changed,2012-01-01,15,0
Get Your Shine On,6s9ICeczYOfbHHIaSMq9jd,Florida Georgia Line,Here's To The Good Times,2012-01-01,11,2
One Of Those Nights,3ZHjQSfJ46zjFbt79MAqD2,Tim McGraw,Two Lanes Of Freedom (Accelerated Deluxe),2013-01-01,15,1
Come Wake Me Up,5mCttXluvE0gaIArboAoFA,Rascal Flatts,Changed,2012-01-01,15,1
Backwoods,3mSAhPW73pyeKoquI7E8B3,Justin Moore,Justin Moore,2009-01-01,10,0
Truck Yeah,3crxySebCike4UZq4SvzxT,Tim McGraw,Truck Yeah,2012-01-01,1,1
You The Boss,24XPxbzGwOlPKf1pdf1ZtW,Rick Ross,You The Boss,2011-01-01,1,0
Rude,3tCwjWLicbjsMCvXhN0WOE,MAGIC!,Rude,2013-10-11,1,3
"10,000 Reasons (Bless The Lord) - Live",0fxpHpK3aw2nFWII6yveDD,Matt Redman,"10,000 Reasons (Live)",2011-01-01,11,1
Show Me - Remix,141P7NlXMEOGbaJIrvGqvi,Kid Ink,"Show Me (feat. Trey Songz, Juicy J, 2 Chainz & Chris Brown) [Remix]",2014-02-19,1,2
Safe & Sound - from The Hunger Games Soundtrack,0z9UVN8VBHJ9HdfYsOuuNf,Various Artists,The Hunger Games: Songs From District 12 And Beyond,2012-01-01,16,2
Crazier,5vyxXfD5gLlyPxGZMEjtmd,Various Artists,Hannah Montana The Movie,2009-01-01,18,1
The Story Of Us,3RBluWmSoG2pGA1OePzGJI,Taylor Swift,Speak Now,2010-01-01,14,1
River Bank,0U6uTxVPeoXFcxlXMIWgAR,Brad Paisley,Moonshine in the Trunk,2014-08-22,15,0
Do I Wanna Know?,5FVd6KXrgO9B3JPmC8OPst,Arctic Monkeys,AM,2013-09-09,12,1
Enchanted,10eBRyImhfqVvkiVEGf0N0,Taylor Swift,Speak Now,2010-01-01,14,0
Our Song,15DeqWWQB4dcEWzJg15VrN,Taylor Swift,Taylor Swift,2006-10-24,15,4
Back To December,3DrjZArsPsoqbLzUZZV1Id,Taylor Swift,Speak Now,2010-01-01,14,2
Picture To Burn,32mVHdy0bi1XKgr0ajsBlG,Taylor Swift,Taylor Swift,2006-10-24,15,2
Love Never Felt so Good,48td6xvpokdYwvbl3JIiXP,Michael Jackson,XSCAPE,2014-05-09,17,1
Fifteen,4t0OI7XrODjSkAu3bTPmWj,Taylor Swift,Fearless,2008-01-01,13,2
Mine,0dBW6ZsW8skfvoRfgeerBF,Taylor Swift,Speak Now,2010-01-01,14,3
Mean,5yEPktRqvIhko5QFF3aBhQ,Taylor Swift,Speak Now,2010-01-01,14,3
We Were Us,5Net7uzpcqkJtOwR22onye,Keith Urban,Fuse (Deluxe Edition),2013-01-01,16,1
#SELFIE,1HOlb9rdNOmy9b1Fakicjo,The Chainsmokers,#SELFIE,2014-03-03,1,1
A Warrior's Call,0hTiTU0yqthnByyZDD3bcc,Volbeat,Beyond Hell / Above Heaven,2010,14,0
"Dr Seuss Vs William Shakespeare (feat. Nice Peter, Epiclloyd & George Watsky)",0bXJUOzIPWoAVSBMFczcr2,Epic Rap Battles of History,"Dr Seuss Vs William Shakespeare (feat. Nice Peter, Epiclloyd & George Watsky) - Single",2011-12-15,1,0
DONE.,7t3yEWJXS4ZZE64JyJDJIg,The Band Perry,Pioneer,2013-01-01,12,1
