genres,followers,artists
"['bachata', 'latin', 'tropical']",215531,Frank Reyes
"['acoustic pop', 'neo mellow', 'pop rock']",161826,Howie Day
"['abstract hip hop', 'chamber pop']",163639,Son Lux
"['modern ska punk', 'pop punk', 'pop rock', 'punk', 'ska', 'ska punk', 'skate punk']",172112,Less Than Jake
"['bubblegum dance', 'eurodance', 'europop', 'romanian pop']",32539,O-Zone
"['adult standards', 'christmas', 'disco', 'lounge', 'mellow gold', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",211159,Natalie Cole
[],92,Dana Daoud
"['brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'motown', 'rock', 'soft rock']",59809,The Grass Roots
"['chicago soul', 'classic soul', 'disco', 'funk', 'girl group', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']",162459,The Emotions
[],3487,Shifty
"['australian dance', 'australian pop', 'dance pop', 'electropop', 'eurodance', 'europop', 'new wave pop', 'pop', 'pop rock']",662957,Kylie Minogue
"['garage psych', 'grave wave', 'metropopolis', 'noise pop', 'nu gaze']",31173,Cold Cave
"['art pop', 'chamber pop', 'indie folk', 'indie pop', 'shimmer pop']",32410,Rostam
"['contemporary country', 'country', 'country road', 'lift kit', 'modern country rock']",98447,Josh Gracin
"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'grunge', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'rock']",674441,Faith No More
['idol'],6973,Bo Bice
"['art pop', 'chamber pop', 'chamber psych', 'folk-pop', 'freak folk', 'melancholia', 'new weird america', 'slow core']",33470,Marissa Nadler
[],5098,The Bonnevilles
"['crunk', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",322789,Chingy
"['dubsteppe', 'nz hip hop', 'polynesian pop']",15613,DJ Noiz
"['guidance', 'motivation']",13463,Jim Rohn
['bass trap'],136726,Neffex
"['chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'pop rock', 'stomp and holler']",310670,The Postal Service
"['alternative pop', 'alternative rock', 'anti-folk', 'art pop', 'candy pop', 'folk', 'folk-pop', 'indie rock', 'jangle pop', 'lilith', 'lo-fi', 'new wave pop', 'permanent wave', 'pop rock', 'power pop']",54889,Liz Phair
[],104,Mink's Miracle Medicine
['k-pop'],958003,iKON
"['dirty south rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",259689,Mase
['boy band'],24015,NKOTBSB
"['k-pop', 'korean pop']",551999,BTOB
['disco'],246903,Gloria Gaynor
"['blues-rock', 'classic rock', 'electric blues', 'jam band', 'modern blues', 'rock', 'roots rock', 'southern rock']",110610,Gov't Mule
"['christian hardcore', 'death core', 'groove metal', 'melodic metalcore', 'metalcore']",32828,Bury Your Dead
['k-pop'],167145,BOYFRIEND
[],1129,George Dickens and the Gospel Disciples
"['alternative dance', 'art pop', 'brooklyn indie', 'dance pop', 'dance-punk', 'electroclash', 'electronic', 'filter house', 'indietronica', 'new rave', 'nu disco']",96650,Hercules & Love Affair
[],1,Kandy Brown
['motown'],621903,The Jackson 5
['japanese city pop'],4971,Mizuki Ohira
"['blues', 'blues-rock', 'classic rock', 'folk rock', 'mellow gold', 'modern blues', 'rock', 'roots rock']",213259,J.J. Cale
"['blues', 'blues-rock', 'british blues', 'british invasion', 'classic rock', 'electric blues', 'folk rock', 'modern blues', 'psychedelic rock', 'traditional blues']",130792,John Mayall & The Bluesbreakers
"['deep groove house', 'disco house', 'grime', 'house', 'tropical house']",65522,Blonde
"['bebop', 'big band', 'classical trumpet', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz trumpet', 'new orleans jazz', 'soul jazz', 'vocal jazz']",112897,Wynton Marsalis
"['chamber psych', 'contemporary jazz', 'indie jazz']",25148,Sons Of Kemet
"['alternative metal', 'nu metal', 'pop punk', 'post-grunge', 'rap metal', 'rap rock']",2263874,Papa Roach
"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'pop punk', 'pop rock', 'post-grunge', 'rock']",1366782,Weezer
"['folk', 'folk-pop', 'lilith', 'mellow gold', 'new wave pop', 'permanent wave', 'pop rock', 'rock']",395501,Sheryl Crow
"['alternative dance', 'australian dance', 'electronic', 'indietronica', 'neo-psychedelic', 'new rave']",192838,The Avalanches
"['adult standards', 'folk-pop', 'neo mellow', 'vocal jazz']",1631274,Norah Jones
"['acoustic pop', 'indiecoustica', 'neo mellow']",54640,Dave Barnes
"['boy band', 'dance pop', 'europop', 'pop', 'post-teen pop']",754492,*NSYNC
"['dance pop', 'dirty south rap', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']",721554,Ja Rule
"['electro', 'gangster rap', 'hip hop', 'old school hip hop', 'rap']",164146,Sir Mix-A-Lot
"['irish rock', 'permanent wave', 'rock']",3588781,U2
"['indie pop', 'indie poptimism', 'indie rockism', 'modern alternative rock', 'modern rock']",24576,Wild Party
"['dance pop', 'electropop', 'hip pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary', 'viral pop']",1077051,JoJo
"['album rock', 'art pop', 'art rock', 'mellow gold', 'new wave', 'permanent wave', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",555040,Peter Gabriel
"['bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'pop']",606310,Yellow Claw
"['detroit hip hop', 'dirty south rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",736549,D12
"['modern rock', 'neo mellow', 'pop punk', 'pop rock', 'post-grunge']",688972,Jimmy Eat World
"['adult standards', 'brill building pop', 'christmas', 'classic soul', 'rock-and-roll', 'soul']",709709,Sam Cooke
"['hard alternative', 'post-grunge']",22654,Emphatic
[],37409,Los Lonely Boys
"['dance pop', 'post-teen pop']",113261,Aaron Carter
['karaoke'],25285,The Karaoke Channel
"['aussietronica', 'australian dance', 'deep australian indie', 'indie dream pop', 'vapor soul']",42644,Cosmo's Midnight
"['alternative rock', 'australian alternative rock', 'garage rock', 'modern rock', 'post-grunge', 'rock']",298711,Jet
"['contemporary country', 'country', 'country dawn', 'country road', 'pop rock']",694486,Faith Hill
['focus'],2119,Martin Gauffin
"['conscious hip hop', 'hip hop', 'indie r&b', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",412922,Vic Mensa
[],138276,Tech N9ne Collabos
"['neo mellow', 'piano rock', 'pop rock', 'rock']",1225962,Keane
"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']",1298143,Ashanti
"['scorecore', 'soundtrack']",175766,James Horner
"['pop', 'uk hip hop']",121179,Stefflon Don
"['neo mellow', 'pop rock']",34372,Ryan Cabrera
"['canadian punk', 'canadian rock', 'pop punk', 'pop rock', 'post-grunge']",1703653,Simple Plan
"['hip pop', 'r&b', 'urban contemporary']",42357,Nina Sky
"['permanent wave', 'pop rock', 'rock']",1292799,Lenny Kravitz
"['argentine hip hop', 'trap argentino', 'trap latino']",1653453,Paulo Londra
"['hip pop', 'indie r&b', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",237483,Ledisi
"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'rock', 'wrestling']",2161600,Limp Bizkit
"['mellow gold', 'soft rock']",1453673,Phil Collins
"['dance pop', 'europop', 'hip pop', 'r&b', 'urban contemporary']",531003,Christina Milian
['disco'],41124,Nile Rodgers
[],14403,Billie Joe Armstrong
[],238,Peter Malick
"['pop rock', 'power pop']",69439,Fountains Of Wayne
"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'pop', 'r&b', 'urban contemporary']",1189333,Janet Jackson
['boy band'],2684,Dream Street
['sleep'],1665,Water Sound Natural White Noise
"['meditation', 'sleep']",11868,Massage Music
[],493,The Relaxing Sounds of Water
"['environmental', 'sleep']",3612,Rain Sounds & White Noise
[],754,Rain Sounds & Nature Sounds
['sleep'],1221,Rain Sound Studio
"['environmental', 'sleep']",1478,Beach Sounds
"['focus', 'sleep']",2729,Calm Shores
"['environmental', 'sleep']",2944,Ocean Sounds Collection
[],90,Water Sounds Natural White Noise
['musica para ninos'],11674,Canciones De Cuna
['sleep'],3046,Ambient Rain
['sleep'],3042,White Noise Babies
['sleep'],2327,Soothing Chill Out for Insomnia
['mexican son'],5449,Armonia
"['environmental', 'sleep']",49519,Rain Sounds
"['healing', 'meditation', 'new age']",38246,Deuter
[],46,Soothing Ocean Waves Universe
"['environmental', 'sleep']",22180,Nature Sounds Nature Music
['environmental'],4573,Thunderstorm Sound Bank
[],2156,Spa Music Consort
[],3,Waterfall White Noise
"['meditation', 'sleep']",3403,White Noise Meditation
"['aussietronica', 'australian alternative rock', 'deep australian indie']",19109,Calm Down
['sleep'],34482,Spa
"['environmental', 'sleep']",13983,Relaxing Rain Sounds
[],33,"Deep Sleep Relaxation, Sleep Sounds of Nature, Sleep Sound Research"
['sleep'],479,The Sleep Helpers
['smooth jazz'],2784,Nestor
"['environmental', 'sleep']",6242,Rain for Deep Sleep
"['environmental', 'sleep']",4825,Sounds of Nature Relaxation
['sleep'],57780,Relaxing Music Therapy
"['environmental', 'meditation']",1945,Echoes Of Nature
[],93,Direction Relax
['sleep'],4965,White Noise Baby Sleep
"['environmental', 'sleep']",2229,Outside Broadcast Recordings
[],23023,Relaxing Spa Music
[],390,Insomnia Cure Music Society
[],1603,Rainforest
[],13317,Relax musica zen club
['sleep'],922,Soothing White Noise for Relaxation
"['environmental', 'sleep']",584,Water Sounds Music Universe
[],16,Binaural Sleep Collective
"['neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",59052,Ruben Studdard
"['christian relaxative', 'classify', 'new age']",4557,Danny Wright
[],726,American Idol's Soundtrack
"['deep norteno', 'duranguense', 'norteno']",45575,Conjunto Agua Azul
[],1379,Adelita Tapia
"['banda', 'regional mexican']",1942644,Calibre 50
"['banda', 'grupera', 'norteno', 'regional mexican', 'regional mexican pop']",1394686,La Adictiva Banda San José de Mesillas
"['banda', 'cumbia', 'grupera', 'norteno', 'ranchera', 'regional mexican']",465138,Los Huracanes del Norte
"['banda', 'deep regional mexican', 'norteno', 'regional mexican']",57925,El Halcon De La Sierra
"['album rock', 'bubblegum pop', 'classic rock', 'folk rock', 'mellow gold', 'soft rock', 'southern rock']",38432,Orleans
[],2225,Debelah Morgan
"['boy band', 'dance pop']",83693,O-Town
"['contemporary country', 'country road', 'lift kit', 'modern country rock']",8641,LAY
"['dance pop', 'hip pop', 'new jack swing', 'r&b', 'southern hip hop', 'urban contemporary']",288685,Sisqo
['sleep'],38859,Native American Flute
"['candy pop', 'dance pop', 'europop', 'girl group', 'norwegian pop', 'pop rock']",113214,M2M
"['boy band', 'dance pop', 'neo mellow', 'pop rock']",176328,Hanson
"['boy band', 'dance pop', 'europop']",797094,Westlife
"['folk', 'folk rock', 'mellow gold', 'soft rock']",440625,John Denver
['deep pop r&b'],22257,Poo Bear
['k-pop'],3069627,EXO
"['adult standards', 'folk', 'folk rock', 'lilith', 'mellow gold', 'singer-songwriter', 'soft rock']",291240,Carly Simon
"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",1318870,Toni Braxton
[],4472,Grapell
[],290,DJ L Club
"['alternative rock', 'funk metal', 'permanent wave', 'post-grunge', 'rock']",8552044,Red
"['big room', 'edm', 'pop', 'progressive house', 'tropical house']",7458048,Martin Garrix
"['contemporary country', 'country', 'country road', 'modern country rock']",119262,Russell Dickerson
"['dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop', 'tropical house']",468398,Kiiara
"['latin pop', 'viral pop']",99251,Lele Pons
['movie tunes'],134886,The Greatest Showman Ensemble
"['reggaeton flow', 'trap latino']",398217,Rvssian
[],7993,Nevada
['post-teen pop'],181878,Drake Bell
['latin pop'],45530,Matt Hunter
"['dance pop', 'pop', 'post-teen pop']",1565298,Louis Tomlinson
"['latin', 'latin hip hop', 'reggaeton flow', 'trap latino', 'tropical']",1175840,Lary Over
"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house']",2298705,Liam Payne
"['dance pop', 'pop', 'post-teen pop']",2908504,Hailee Steinfeld
"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']",565456,Sofia Reyes
"['latin', 'latin pop', 'reggaeton']",1619896,Natti Natasha
['teen pop'],540973,Jacob Sartorius
"['dance pop', 'latin pop', 'pop', 'post-teen pop', 'reggaeton']",2838753,Becky G
[],50967,Black Coast
"['dance pop', 'edm', 'electropop', 'norwegian pop', 'pop', 'post-teen pop', 'tropical house', 'viral pop']",288603,Astrid S
['teen pop'],823085,Logan Paul
"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'tropical']",311176,DJ Nelson
['reggaeton flow'],287097,Pusho
[],325869,Ricegum
"['a cappella', 'british choir', 'choral', 'polyphony', 'vocal ensemble']",30793,The King's Singers
"['dance pop', 'pop', 'post-teen pop', 'viral pop']",256196,MAX
['trap music'],516239,Ayo & Teo
"['dance pop', 'edm', 'electropop', 'indie poptimism', 'indie r&b', 'pop', 'post-teen pop', 'tropical house']",255389,Snakehips
"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house']",849523,Cheat Codes
"['dance pop', 'deep groove house', 'destroy techno', 'disco house', 'edm', 'house', 'pop', 'progressive house', 'tropical house']",388413,Duke Dumont
"['dance pop', 'pop', 'post-teen pop', 'viral pop']",414724,Maggie Lindemann
"['latin', 'reggaeton flow', 'tropical']",49991,Alex Sensation
[],263790,JoJo Siwa
['regional mexican pop'],66892,Ilegales
[],5056,Martin Solveig & Dragonette
"['outlaw country', 'traditional country']",2809096,Cash Cash
['trap music'],47295,DJ Luke Nasty
['aussietronica'],50553,Starley
"['deep tropical house', 'electropop', 'indie poptimism', 'modern rock', 'pop', 'tropical house']",86482,FRENSHIP
"['dance pop', 'edm', 'pop', 'tropical house']",374224,Matoma
[],10951,"Artists Of Then, Now & Forever"
['dwn trap'],13509,M City JR
"['scorecore', 'soundtrack', 'video game music']",106878,Michael Giacchino
[],5117,"Juicy J, Wiz Khalifa & Ty Dolla $ign"
[],67923,LunchMoney Lewis
"['big room', 'dance pop', 'deep pop edm', 'deep tropical house', 'edm', 'electro house', 'pop', 'tropical house']",342066,Mike Perry
[],9,Crazy Blondie
"['antiviral pop', 'comic']",296242,Epic Rap Battles of History
"['big room', 'dance pop', 'edm', 'electro house', 'melbourne bounce', 'pop', 'progressive electro house', 'tropical house']",756702,Deorro
[],5153,Troop 41
[],91606,Natalie La Rose
"['bulgarian hip hop', 'east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",4251578,JAY Z
"['latin hip hop', 'mexican hip hop', 'rock en espanol']",2919821,Cartel
"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'talent show', 'viral pop']",642498,Ella Henderson
[],299,Young Jeezy aka Lil' J
[],136,Antoine dodson & The Gregory Brothers
"['bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'vapor twitch']",127369,Baauer
"['australian dance', 'australian pop']",128867,Havana Brown
"['indie pop rap', 'soul flow']",57034,Outasight
"['dance pop', 'europop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",933737,Nicole Scherzinger
"['detroit hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",614213,Bad Meets Evil
[],8297,YC Worldwide
"['big room', 'edm', 'electro house', 'progressive house']",2084804,deadmau5
['australian dance'],20765,Yolanda Be Cool
['marching band'],47,Auburn Marching Bnad
[],2623,September
"['dance pop', 'pop rap', 'post-teen pop']",367644,Iyaz
"['neo soul', 'r&b']",142050,Estelle
"['eurodance', 'europop']",32501,DJ Sammy
"['dirty south rap', 'pop rap', 'rap', 'trap music']",91073,Maino
"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",4972111,Savage
[],7127,Jack Johnson and Friends
['pop rap'],18369,Yung Berg
"['dance pop', 'deep pop r&b', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",553399,Ray J
[],26247,Original Motion Picture Soundtrack
[],19296,DJ Felli Fel
"['dance pop', 'post-teen pop']",297097,Kat Deluna
"['album rock', 'classic rock', 'dance rock', 'folk rock', 'mellow gold', 'new romantic', 'new wave pop', 'rock', 'soft rock']",406094,Huey
"['canadian soundtrack', 'soundtrack']",11730,Christophe Beck
[],15521,Original Soundtrack
"['emo', 'modern rock', 'pop punk', 'pop rock']",177363,Soundtrack
"['bluegrass', 'country', 'country rock', 'folk', 'folk rock', 'mellow gold', 'nashville sound', 'outlaw country', 'southern rock', 'traditional country', 'traditional folk']",44674,Nitty
"['australian alternative rock', 'australian rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",738378,INXS
"['canadian country', 'canadian pop', 'contemporary country', 'country', 'country dawn', 'dance pop']",1214161,Shania Twain
"['britpop', 'madchester', 'permanent wave', 'rock']",3161422,Oasis
"['conscious hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",272319,David Banner
"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",428590,Will Smith
"['dance pop', 'pop', 'post-teen pop']",1081955,Hilary Duff
['eurodance'],4203,DHT
"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'post-grunge', 'rock']",517975,Velvet Revolver
"['adult standards', 'christmas', 'disco', 'lounge', 'mellow gold', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",211159,Natalie
"['dance pop', 'pop rock', 'post-teen pop']",324030,Ashlee Simpson
"['dance pop', 'post-teen pop']",369291,Lindsay Lohan
"['dance pop', 'pop', 'r&b', 'urban contemporary']",3268947,Houston
"['deep norteno', 'duranguense', 'norteno']",45575,Azul Azul
